"default","bmaxrate","amount","close","AA","A","B","C","D","bankcardutil"
0,0.13,5000,0,0,0,1,0,0,0.95
0,0.11,1200,0,0,0,0,0,0,0.87
0,0.15,1000,0,0,1,0,0,0,0.27
0,0.29,3000,0,0,0,0,0,0,0.36
0,0.24,10000,0,0,0,0,0,1,0.57
1,0.25,5000,0,0,0,0,1,0,0.76
0,0.29,10000,0,0,0,0,0,0,0.47
0,0.16,8000,0,0,0,1,0,0,0.66
0,0.17,11000,0,0,0,0,1,0,0.61
0,0.29,3000,0,0,0,0,0,0,0.85
0,0.17,1000,1,0,0,0,0,1,0.59
0,0.29,5000,0,0,0,0,0,0,0.32
0,0.29,1500,0,0,0,0,0,0,0.51
0,0.27,4700,0,0,0,0,0,1,0
0,0.09,3500,0,1,0,0,0,0,0.14
0,0.2,3500,0,0,0,0,0,1,0.51
0,0.17,3500,0,0,0,0,0,0,0.76
0,0.29,7000,0,0,0,0,0,0,0
0,0.17,7000,0,0,0,1,0,0,0.67
0,0.29,3500,0,0,0,0,0,0,0.88
0,0.12,4000,0,0,0,1,0,0,0.43
0,0.17,3800,0,0,0,0,1,0,0.7
0,0.11,6100,0,0,0,1,0,0,0.76
0,0.29,20000,0,0,0,0,1,0,0.89
0,0.29,2400,0,0,0,0,0,0,0.87
0,0.11,3500,1,0,1,0,0,0,0.18
0,0.24,2000,0,0,0,0,0,0,1.02
0,0.29,9000,1,0,0,0,0,1,0.95
0,0.11,1600,0,0,0,1,0,0,0.9
0,0.18,10000,0,0,0,1,0,0,0.66
0,0.15,18000,0,0,0,1,0,0,0.61
0,0.13,4950,0,0,0,1,0,0,0
0,0.29,4531,0,0,0,0,0,0,0
0,0.15,5000,0,0,0,0,1,0,0.7
0,0.16,3500,1,0,0,0,1,0,0
0,0.29,4600,0,0,0,0,0,0,0.9
0,0.28,3001,0,0,0,0,0,0,0.75
0,0.25,4000,0,0,0,0,1,0,0.46
0,0.17,2000,0,0,0,0,0,1,0
0,0.19,2750,0,0,0,0,1,0,0
0,0.12,10000,0,0,1,0,0,0,0.58
0,0.2,5000,0,0,0,0,0,1,0.7
0,0.26,2550,1,0,0,0,0,0,0.51
0,0.25,2000,1,0,0,0,0,0,1.4
0,0.11,3000,0,0,0,1,0,0,0.89
0,0.1,1000,0,0,1,0,0,0,0.2
0,0.09,1000,0,1,0,0,0,0,0.18
0,0.29,3500,0,0,0,0,0,0,1.01
0,0.09,2000,0,1,0,0,0,0,0.06
1,0.23,1750,1,0,0,0,0,0,0
0,0.19,6500,0,0,0,0,1,0,0.7
0,0.11,1000,1,0,0,0,1,0,0.97
1,0.27,2400,0,0,0,0,0,0,0
0,0.23,2600,0,0,0,0,0,0,0.5
1,0.23,6001,1,0,0,0,0,0,0.85
0,0.19,19900,0,0,0,0,1,0,0.75
1,0.29,20000,0,0,0,0,1,0,1.03
0,0.15,3600,0,0,1,0,0,0,0.28
0,0.19,7500,0,0,0,0,0,1,0.98
0,0.23,6001,0,0,0,0,1,0,0.42
0,0.2,15000,0,0,0,0,0,1,0.93
0,0.18,3000,1,0,0,0,0,1,0.95
0,0.25,5000,0,0,0,0,1,0,0.52
0,0.15,1500,1,0,0,0,0,1,0.85
0,0.29,4500,0,0,0,0,0,0,0.91
0,0.11,7000,0,1,0,0,0,0,0
0,0.11,20000,1,1,0,0,0,0,0.87
0,0.2,3000,1,0,0,0,0,1,0.62
0,0.15,4500,0,0,1,0,0,0,0.96
0,0.15,3800,0,0,0,1,0,0,0.2
0,0.22,2500,1,0,0,0,0,1,0.63
0,0.17,2400,0,0,0,0,0,1,0.86
0,0.23,7100,0,0,1,0,0,0,0.27
0,0.15,2000,0,0,0,1,0,0,0
0,0.08,3000,0,1,0,0,0,0,0
0,0.09,5000,0,0,1,0,0,0,0.08
0,0.1,6500,0,1,0,0,0,0,0.69
0,0.15,2000,0,0,0,0,0,1,0.87
0,0.29,2525,0,0,0,0,0,1,0
0,0.29,5000,0,0,0,0,0,0,0.75
0,0.15,9500,0,0,0,1,0,0,0.94
0,0.29,7400,0,0,0,0,0,0,0
0,0.2,2500,0,0,0,0,0,0,0
0,0.1,2550,0,0,1,0,0,0,0.58
0,0.08,3500,0,1,0,0,0,0,0
1,0.29,2000,1,0,0,0,0,0,0
0,0.22,25000,0,0,0,0,1,0,0.7
0,0.24,4000,0,0,0,0,0,1,0.63
0,0.11,5000,0,1,0,0,0,0,0
0,0.25,14000,0,0,0,0,0,1,0.8
1,0.13,7500,0,0,0,1,0,0,0.92
1,0.29,3100,0,0,0,0,0,0,1
0,0.14,8000,0,0,0,1,0,0,0.74
0,0.22,2000,1,0,0,0,0,1,0.84
0,0.11,8000,0,0,1,0,0,0,0.32
0,0.21,5000,0,0,0,0,1,0,0.85
0,0.15,12000,1,0,0,1,0,0,0.53
0,0.25,8500,0,0,0,0,0,0,0.86
0,0.2,25000,0,0,0,1,0,0,0
0,0.23,6500,0,0,0,0,0,1,0.75
0,0.11,13000,0,0,1,0,0,0,0.82
0,0.17,1550,0,0,0,0,0,0,0.95
0,0.21,7500,0,0,0,0,1,0,0.68
1,0.26,6000,1,0,0,0,0,0,0
0,0.23,6001,0,0,0,0,0,1,0.81
0,0.24,3000,0,0,0,0,0,0,0.56
0,0.19,1100,1,0,0,0,0,0,1
0,0.15,3500,0,0,0,0,1,0,0.9
0,0.15,3000,0,0,0,0,0,0,0.91
0,0.22,25000,0,0,1,0,0,0,0.83
0,0.15,20000,0,0,0,1,0,0,0.75
0,0.07,3000,1,1,0,0,0,0,0.09
0,0.23,9500,0,0,0,0,0,1,0.53
0,0.17,5500,0,0,0,0,1,0,0.91
0,0.28,11000,0,0,0,0,0,0,0.84
0,0.16,4000,0,0,0,0,1,0,0.8
0,0.23,7200,0,0,0,0,0,0,1.12
0,0.26,2200,0,0,0,0,0,0,0.97
0,0.17,3000,0,0,0,0,0,0,1.12
0,0.29,2501,0,0,0,0,0,0,1.07
0,0.1,1500,0,0,1,0,0,0,0.89
0,0.17,3650,0,0,0,0,0,1,0.85
0,0.23,15000,0,0,0,0,1,0,0.96
1,0.29,3600,1,0,0,0,0,0,0
0,0.2,6500,1,0,0,0,0,0,1.06
1,0.29,25000,1,0,0,0,0,0,0.96
0,0.16,2000,1,0,0,0,1,0,0.41
0,0.29,3001,0,0,0,0,0,0,0.84
0,0.19,15000,1,0,0,1,0,0,0.94
0,0.2,1000,0,0,0,0,0,0,0.9
0,0.29,1000,1,0,0,0,0,0,1.09
0,0.11,15152,0,0,1,0,0,0,0.6
0,0.17,20000,1,0,0,1,0,0,0.55
0,0.29,4000,1,0,0,0,0,0,0.92
0,0.13,2550,0,0,0,1,0,0,0.53
0,0.11,1200,0,0,0,0,0,0,1
0,0.25,5000,1,0,0,0,0,0,1.1
0,0.12,4000,0,0,0,1,0,0,0
0,0.23,3500,1,0,0,0,1,0,0.96
0,0.11,5000,0,0,1,0,0,0,0.12
0,0.17,15000,1,0,0,1,0,0,0.98
0,0.24,8000,1,0,0,0,0,0,0.93
0,0.22,6001,1,0,0,0,1,0,0.22
0,0.29,1000,1,0,0,0,0,0,0.67
0,0.23,10000,0,0,0,0,0,1,0
0,0.21,10000,0,0,1,0,0,0,0.72
0,0.1,5000,0,0,1,0,0,0,1.13
0,0.15,9800,0,0,0,1,0,0,0.94
0,0.26,10000,0,0,0,0,0,1,0.88
0,0.09,2500,1,1,0,0,0,0,0.24
0,0.16,2000,0,0,0,0,1,0,0.89
0,0.15,5000,1,0,0,0,0,1,0.6
0,0.17,4000,0,0,0,0,1,0,0.78
0,0.15,7000,0,0,1,0,0,0,0
0,0.24,4500,0,0,0,0,0,1,0.6
0,0.07,2550,0,1,0,0,0,0,0.01
0,0.18,12000,0,0,0,1,0,0,0.93
0,0.18,5000,0,0,0,0,0,1,0.5
0,0.2,5000,0,0,0,0,0,1,0.64
0,0.1,2550,0,1,0,0,0,0,0.02
0,0.11,1000,0,0,0,0,0,0,0.97
0,0.29,25000,0,0,0,0,0,1,0.52
0,0.18,25000,0,0,1,0,0,0,0.6
0,0.25,7900,0,0,0,0,1,0,0.68
0,0.29,6000,1,0,0,0,0,0,0.77
0,0.25,2000,0,0,0,0,0,1,0.19
0,0.08,1000,0,1,0,0,0,0,0.05
0,0.23,5000,0,0,0,0,0,1,0.37
0,0.24,2000,1,0,0,0,0,0,0.93
0,0.1,6000,0,1,0,0,0,0,0.51
0,0.29,3800,0,0,0,0,0,0,0.96
0,0.13,15000,0,0,0,1,0,0,0
0,0.29,4000,0,0,0,0,0,1,0.8
0,0.2,10000,0,0,0,0,1,0,0.79
0,0.14,6000,0,1,0,0,0,0,0.03
0,0.2,1800,0,0,0,0,0,0,0.61
0,0.26,1000,0,0,0,0,0,0,0
1,0.29,7900,1,0,0,0,0,0,0.99
0,0.15,5600,0,0,1,0,0,0,0.07
0,0.22,6001,0,0,0,0,0,1,0
0,0.29,4000,0,0,0,0,0,0,1
0,0.18,9200,0,0,0,0,1,0,0.71
0,0.25,15000,0,0,0,0,1,0,0.45
0,0.11,4000,0,0,0,1,0,0,0
0,0.23,10000,0,0,0,0,0,1,0.67
0,0.19,20000,1,0,0,1,0,0,0.82
0,0.18,5000,0,0,0,1,0,0,0.92
1,0.23,6001,1,0,0,0,0,1,0.92
0,0.29,25000,0,0,0,0,0,0,0.98
0,0.15,9500,0,0,0,1,0,0,0.39
0,0.2,4100,1,0,0,0,0,1,0.8
0,0.24,10000,1,0,0,0,0,1,0.73
0,0.29,25000,1,0,0,0,0,1,0.42
0,0.21,4000,0,0,0,0,0,1,0
0,0.2,17850,0,0,0,0,1,0,0.43
1,0.24,1200,0,0,0,0,0,0,1.09
0,0.1,8000,0,0,1,0,0,0,0.21
0,0.22,3600,0,0,0,0,0,1,0.57
0,0.16,10000,0,0,0,1,0,0,0.11
0,0.18,12000,1,0,0,0,1,0,0.68
0,0.29,4000,1,0,0,0,0,0,0.98
0,0.13,13000,0,0,0,1,0,0,0.81
0,0.19,9750,0,0,0,1,0,0,0.78
0,0.1,3885,0,0,1,0,0,0,0.38
0,0.17,4900,0,0,0,0,0,1,0.13
0,0.11,10500,0,1,0,0,0,0,0.16
0,0.29,5200,0,0,0,0,0,0,0
0,0.12,3500,0,0,1,0,0,0,0.31
0,0.17,5500,0,0,0,0,1,0,0.07
1,0.29,23250,0,0,0,0,1,0,0.92
0,0.17,15000,0,0,0,1,0,0,0.52
0,0.11,10000,0,1,0,0,0,0,0.17
0,0.08,2300,0,1,0,0,0,0,0.18
0,0.22,12150,0,0,0,0,0,1,0
1,0.29,3000,1,0,0,0,0,0,0
0,0.18,25000,0,0,0,1,0,0,0.69
1,0.29,10000,0,0,0,0,0,0,1.13
0,0.22,8500,0,0,0,0,0,1,0.93
0,0.29,7000,0,0,0,0,0,1,0.12
0,0.29,12000,1,0,0,0,1,0,0.18
0,0.12,1800,0,0,0,1,0,0,0.39
1,0.29,4000,0,0,0,0,0,0,0
0,0.29,5000,0,0,0,0,0,0,1
0,0.17,1000,0,0,0,0,0,0,0.89
0,0.09,4500,0,1,0,0,0,0,0.07
0,0.09,3500,0,0,1,0,0,0,0.67
0,0.18,20000,0,0,0,1,0,0,0.67
0,0.29,3975,0,0,0,0,0,0,0.97
0,0.07,1000,0,0,0,0,1,0,0.12
0,0.13,1000,1,0,0,0,1,0,0.7
0,0.15,15500,0,0,0,1,0,0,0.98
0,0.27,3500,1,0,0,0,0,0,1.09
0,0.21,7000,0,0,0,0,0,1,0.78
0,0.07,1500,1,1,0,0,0,0,0.07
0,0.22,6500,1,0,0,1,0,0,0
0,0.24,1000,0,0,0,0,0,0,0.92
0,0.29,3442,0,0,0,0,0,0,0.26
0,0.27,1800,1,0,0,0,0,0,0.1
0,0.1,1425,0,1,0,0,0,0,0
0,0.24,9000,0,0,0,0,0,1,1.03
0,0.1,2750,0,1,0,0,0,0,0.37
1,0.29,2550,1,0,0,0,0,0,0
0,0.15,14000,0,0,0,1,0,0,0.69
0,0.09,2000,0,1,0,0,0,0,0.02
0,0.19,18000,0,0,0,0,1,0,0.76
0,0.12,3001,0,1,0,0,0,0,0.05
0,0.15,5000,0,0,0,0,1,0,0.85
0,0.17,1000,1,0,0,0,0,0,0.71
0,0.18,3000,1,0,0,0,1,0,0.93
0,0.29,2000,1,0,0,0,0,0,0.98
0,0.09,2500,0,1,0,0,0,0,0
0,0.24,9950,0,0,0,0,0,1,0
0,0.28,3500,0,0,0,0,0,0,0
0,0.2,24900,0,0,0,0,1,0,0.87
0,0.29,2550,1,0,0,0,0,0,0.76
0,0.15,2500,1,0,0,1,0,0,0.28
0,0.09,5500,1,0,1,0,0,0,0.48
0,0.18,7000,0,0,0,0,1,0,0.95
0,0.2,1990,1,0,0,0,0,1,1
0,0.19,5000,0,0,0,1,0,0,0.42
0,0.26,3001,1,0,0,0,0,0,1.01
0,0.29,16000,1,0,0,0,0,1,0
0,0.25,4500,1,0,0,0,0,0,0.93
0,0.15,25000,0,0,0,1,0,0,0.31
0,0.18,12000,0,0,0,1,0,0,0.54
0,0.19,10000,1,0,0,0,0,1,0.88
0,0.1,5000,0,0,1,0,0,0,0.43
0,0.26,7300,0,0,0,0,1,0,0
0,0.18,14000,0,0,0,0,1,0,0.28
0,0.09,2550,0,1,0,0,0,0,0.58
0,0.2,13000,0,0,0,1,0,0,1.01
0,0.29,3800,0,0,0,0,0,0,1
0,0.13,25000,0,1,0,0,0,0,0.1
0,0.19,25000,0,0,1,0,0,0,0.72
0,0.19,6600,0,0,0,0,1,0,0.27
0,0.12,6000,0,1,0,0,0,0,0.03
0,0.16,15000,0,0,0,1,0,0,0
0,0.15,10000,0,0,0,1,0,0,0.59
0,0.26,4500,0,0,0,0,0,0,0.96
0,0.12,7500,0,0,1,0,0,0,0.81
0,0.29,3000,0,0,0,0,0,0,0.98
0,0.19,25000,0,0,1,0,0,0,0.66
0,0.14,12000,1,0,1,0,0,0,0.37
0,0.24,25000,0,0,1,0,0,0,0
0,0.23,13100,0,0,0,0,0,1,0.71
0,0.17,15000,0,0,0,1,0,0,0.65
0,0.15,12000,0,1,0,0,0,0,0.45
0,0.15,25000,0,0,0,1,0,0,0.9
0,0.11,6475,0,1,0,0,0,0,0.1
0,0.26,7225,0,0,0,0,0,0,1.01
0,0.15,1000,0,0,1,0,0,0,0.16
0,0.17,5000,1,0,0,1,0,0,0.98
0,0.24,25000,0,0,0,1,0,0,0.85
0,0.19,6001,0,0,0,0,1,0,0.52
0,0.29,1000,0,0,0,0,0,0,0
0,0.24,3000,0,0,0,0,0,0,1
0,0.22,7500,0,0,0,0,0,1,0.92
0,0.29,10000,0,0,0,1,0,0,0.04
0,0.18,9999,0,0,0,0,1,0,0.97
0,0.29,5224,0,0,0,0,0,0,0.67
0,0.11,8000,0,0,1,0,0,0,0
0,0.17,9000,0,0,0,0,1,0,0.9
0,0.29,2550,0,0,0,0,0,0,0.99
0,0.2,9999,0,0,0,0,0,1,0.94
0,0.28,3200,0,0,0,0,0,1,0.93
0,0.14,8000,0,0,0,1,0,0,0.53
0,0.2,1500,0,0,0,0,0,1,0
0,0.12,10000,0,1,0,0,0,0,0.12
0,0.25,25000,0,0,1,0,0,0,0.18
0,0.29,25000,0,0,0,0,0,1,0.47
0,0.29,5000,0,0,0,0,0,0,0.97
0,0.29,7000,0,0,0,0,1,0,0
0,0.29,7500,0,0,0,0,0,0,0.35
0,0.14,3000,0,0,0,0,1,0,0.95
0,0.24,3000,0,0,0,0,0,0,0.92
0,0.29,3500,0,0,0,0,0,0,0
0,0.2,3500,0,0,0,0,0,1,1
0,0.19,3900,1,0,0,0,1,0,0
0,0.2,9000,1,0,0,0,0,1,1.01
0,0.25,15000,1,0,0,0,0,1,0.82
0,0.29,10000,1,0,0,0,0,0,0.9
0,0.18,20000,0,0,1,0,0,0,0.53
0,0.13,24250,0,1,0,0,0,0,0
0,0.25,1000,1,0,0,0,0,1,0.95
1,0.29,5000,0,0,0,0,0,0,0.6
0,0.29,8000,0,0,0,0,0,0,0.8
0,0.29,15000,0,0,0,0,0,0,0.98
1,0.29,5500,0,0,0,0,0,0,1.02
0,0.17,6000,0,0,0,0,1,0,0.6
0,0.17,1275,0,0,1,0,0,0,0.91
0,0.13,9900,0,0,0,1,0,0,0.86
0,0.2,2300,0,0,0,0,1,0,0.86
1,0.29,6000,0,0,0,0,0,1,0.43
0,0.2,4000,1,0,0,1,0,0,0.98
0,0.26,25000,1,0,0,1,0,0,0.09
0,0.2,3500,1,0,0,0,1,0,0.81
0,0.26,5000,0,0,0,0,0,0,0
0,0.29,4500,1,0,0,0,0,0,1.32
0,0.24,7500,1,0,0,0,0,1,0.82
0,0.26,1000,1,0,0,0,0,0,0
0,0.16,15000,0,1,0,0,0,0,0.46
0,0.29,5900,0,0,0,0,0,0,0.88
0,0.11,25000,1,1,0,0,0,0,0.09
0,0.29,5100,0,0,0,0,0,0,0.66
0,0.22,10001,1,0,0,0,0,1,0.81
0,0.24,3000,0,0,0,0,0,0,1.99
0,0.29,25000,0,0,0,0,0,0,1.31
1,0.29,1890,1,0,0,0,0,0,0
0,0.29,2550,1,0,0,0,0,0,0.93
0,0.15,1200,0,0,0,0,1,0,0.49
0,0.2,7000,0,0,0,0,1,0,0.28
0,0.29,2560,0,0,0,0,0,0,1
0,0.29,5000,1,0,0,0,0,1,0.75
0,0.11,25000,0,1,0,0,0,0,0.23
0,0.14,3210,0,0,0,1,0,0,0.08
0,0.26,25000,0,0,0,1,0,0,0.69
0,0.17,2000,1,0,0,0,0,0,0.97
0,0.23,15900,0,0,0,0,0,1,0.74
0,0.15,15000,0,0,0,1,0,0,0.63
0,0.18,15000,0,0,0,1,0,0,0.16
0,0.19,6000,0,0,0,1,0,0,0.5
0,0.25,14000,0,0,0,1,0,0,0.84
0,0.29,3000,1,0,0,0,0,0,0.74
0,0.19,5000,0,0,0,1,0,0,0.28
0,0.15,4500,1,0,0,0,1,0,0
0,0.29,3000,0,0,0,0,0,0,0
0,0.25,13000,0,0,0,0,0,1,0.74
0,0.24,3000,0,0,0,0,0,0,0.85
0,0.15,2890,1,0,0,0,0,1,0
0,0.24,4500,0,0,0,0,0,1,0.72
0,0.15,15152,0,0,0,1,0,0,0.85
0,0.29,15000,0,0,0,0,1,0,0.49
0,0.15,2500,0,0,0,0,0,1,0.44
0,0.24,5000,1,0,0,0,1,0,0.47
0,0.29,23800,0,0,0,0,1,0,0.5
0,0.2,2200,0,0,0,0,0,0,0.92
0,0.11,1500,0,1,0,0,0,0,0
0,0.23,8500,0,0,0,0,0,1,1
0,0.15,5000,0,0,0,1,0,0,0.17
0,0.2,2000,0,0,0,0,0,0,1.03
0,0.23,6001,1,0,0,0,0,1,0.52
0,0.15,4000,0,0,0,0,1,0,0.95
0,0.18,17000,0,0,0,1,0,0,0.23
0,0.13,25000,0,1,0,0,0,0,0.05
0,0.29,20000,1,0,0,0,1,0,0.9
0,0.27,7000,0,0,0,0,0,1,0
1,0.23,3890,0,0,0,0,0,0,0.97
0,0.11,10000,0,1,0,0,0,0,0.43
0,0.09,3001,0,1,0,0,0,0,0.21
0,0.16,20000,1,0,1,0,0,0,0.32
0,0.18,4500,1,0,0,0,1,0,0.71
0,0.12,6000,0,1,0,0,0,0,0.53
0,0.22,9000,0,0,0,0,1,0,0.99
0,0.12,15000,0,0,1,0,0,0,0.09
0,0.2,5000,0,0,0,0,0,1,0.7
0,0.2,8000,0,0,0,0,0,1,0.87
0,0.29,22000,0,0,0,0,0,1,0.83
0,0.14,3000,0,0,0,0,1,0,0.85
0,0.29,3600,0,0,0,0,0,0,0.92
0,0.29,3000,1,0,0,0,0,1,0.59
0,0.15,3000,0,0,0,1,0,0,0.46
0,0.24,18000,1,0,0,0,1,0,0.97
0,0.29,5300,0,0,0,0,0,0,0.83
0,0.28,11000,0,0,0,0,0,0,0.9
0,0.25,9500,0,0,0,0,0,1,0.64
0,0.29,5000,1,0,0,0,0,0,0.94
0,0.29,3000,1,0,0,0,0,0,0.8
0,0.2,1000,0,0,0,0,0,0,0
0,0.18,9800,0,0,0,0,1,0,0.57
0,0.25,5500,0,0,0,0,0,0,0.49
0,0.23,6001,0,0,0,0,0,0,1.2
0,0.12,1000,1,0,0,0,0,1,0.45
0,0.21,25000,1,0,0,1,0,0,0.01
0,0.15,13000,0,1,0,0,0,0,0.26
0,0.25,5000,0,0,0,0,0,1,0.2
0,0.19,15000,0,0,0,0,1,0,0.37
0,0.13,15000,0,0,1,0,0,0,0.45
0,0.29,4000,0,0,0,0,0,0,0.95
0,0.23,4000,0,0,0,0,0,0,1.01
0,0.29,7000,0,0,0,0,0,0,0.36
0,0.1,3900,0,1,0,0,0,0,0.41
0,0.17,20000,0,0,0,1,0,0,0.56
0,0.15,7500,0,0,0,1,0,0,0.65
0,0.24,12000,0,0,0,0,0,1,0.9
0,0.29,25000,0,0,0,0,0,1,0.6
0,0.29,3500,0,0,0,0,0,0,1.01
0,0.25,15000,0,0,0,0,0,1,0.65
0,0.13,5000,0,0,0,1,0,0,0.32
0,0.17,11300,0,0,0,0,1,0,0.27
0,0.11,14000,0,1,0,0,0,0,0.29
0,0.2,5000,0,0,0,0,0,1,0
0,0.2,5000,0,0,0,0,0,1,0.77
0,0.15,18000,0,0,0,1,0,0,0.12
0,0.23,7000,0,0,0,0,1,0,0.98
0,0.17,5000,0,0,0,0,1,0,0
0,0.29,3000,1,0,0,0,0,0,0.75
0,0.29,5000,1,0,0,0,0,0,0
0,0.29,3999,0,0,0,0,0,0,0.96
0,0.29,2000,0,0,0,0,0,0,0.77
0,0.08,4000,0,1,0,0,0,0,0.13
1,0.29,2000,1,0,0,0,0,0,0.09
0,0.18,9750,0,0,0,0,1,0,0.92
0,0.11,6001,0,0,1,0,0,0,0.28
0,0.29,5000,1,0,0,0,1,0,0.7
0,0.25,9000,0,0,0,0,0,1,0.97
0,0.2,21000,0,1,0,0,0,0,0.34
0,0.15,4000,0,0,0,1,0,0,0.28
0,0.2,7500,1,0,0,0,1,0,0.38
0,0.29,12000,0,0,0,0,0,1,0.63
0,0.17,10000,1,0,0,0,0,1,0.95
0,0.15,25000,0,0,0,0,1,0,0.09
0,0.15,3200,0,0,0,0,1,0,0.7
0,0.13,10000,0,0,0,1,0,0,0.78
0,0.24,5600,0,0,0,0,0,0,0.62
0,0.14,5000,0,0,0,1,0,0,0.68
0,0.18,6000,0,0,0,0,1,0,0.58
0,0.09,5000,0,1,0,0,0,0,0.18
0,0.12,6000,0,0,1,0,0,0,0.6
0,0.1,2000,0,1,0,0,0,0,0.06
0,0.1,5000,0,1,0,0,0,0,0.09
0,0.15,7500,0,0,0,1,0,0,0.72
0,0.29,3000,0,0,0,0,0,0,0.63
0,0.29,2550,0,0,0,0,0,0,0
1,0.17,1800,0,0,0,0,0,0,0.96
0,0.29,3700,0,0,0,0,0,1,0.58
0,0.15,3000,1,0,0,0,1,0,0
0,0.15,8500,0,1,0,0,0,0,0.55
0,0.17,6550,0,0,0,0,1,0,0.77
0,0.14,20200,0,0,1,0,0,0,0.86
0,0.2,18000,1,0,0,1,0,0,0.75
0,0.1,1000,0,1,0,0,0,0,0.3
0,0.1,3000,0,0,1,0,0,0,0.36
0,0.12,10000,0,1,0,0,0,0,0.81
0,0.17,1700,0,0,0,0,0,0,0.56
0,0.17,3500,0,0,0,0,0,1,0.12
0,0.29,15000,0,0,0,0,0,0,0
0,0.1,1000,0,0,1,0,0,0,0.56
0,0.29,8000,0,0,0,0,0,1,0.8
0,0.15,4400,0,0,0,0,0,0,0.8
0,0.2,16950,0,0,0,0,1,0,0.55
0,0.19,25000,0,0,1,0,0,0,0.85
0,0.16,5000,0,0,0,1,0,0,0.35
0,0.14,18500,0,0,1,0,0,0,0.45
0,0.12,4800,0,0,0,1,0,0,0.66
0,0.15,25000,0,0,1,0,0,0,0.01
0,0.14,2000,0,0,0,0,1,0,0.5
0,0.11,3000,0,1,0,0,0,0,0.32
0,0.16,25000,1,1,0,0,0,0,0.66
0,0.1,4000,0,0,1,0,0,0,0.34
0,0.29,9740,0,0,0,0,0,1,0.56
0,0.25,8500,1,0,0,0,0,1,0.73
0,0.19,6000,1,0,0,0,0,1,0.61
0,0.29,3000,0,0,0,0,0,0,0.92
0,0.25,4500,1,0,0,0,0,1,0.2
0,0.25,5000,0,0,0,0,0,0,1
0,0.2,6000,0,0,0,0,1,0,1
0,0.17,7500,0,0,0,0,1,0,0.2
0,0.29,5300,0,0,0,0,0,0,0.96
0,0.21,13500,0,0,0,0,0,1,0.84
0,0.29,6000,0,0,0,0,0,0,0.92
0,0.1,3000,0,1,0,0,0,0,0.2
0,0.15,10500,0,0,0,0,1,0,0.84
0,0.14,9500,0,0,1,0,0,0,0.77
0,0.14,25000,1,1,0,0,0,0,0.63
0,0.27,3000,1,0,0,0,0,0,0.65
0,0.17,2500,0,0,0,0,1,0,0.59
0,0.28,4500,0,0,0,0,0,0,0.47
0,0.14,3000,0,0,0,0,1,0,0
0,0.17,5000,1,0,0,0,1,0,0.08
0,0.2,6500,0,0,0,0,1,0,0
0,0.15,6500,0,0,0,0,1,0,1.05
0,0.1,1000,0,0,1,0,0,0,0.24
0,0.25,10000,0,0,0,0,0,0,0.87
0,0.13,4250,1,0,0,1,0,0,0.99
0,0.14,2100,0,0,0,0,1,0,0.92
0,0.29,25000,0,0,0,1,0,0,0.38
0,0.29,6000,1,0,0,0,0,0,0.72
0,0.2,5500,0,0,0,0,0,0,0.95
0,0.17,20000,1,1,0,0,0,0,0.01
0,0.29,2550,0,0,0,0,0,0,0.9
0,0.12,25000,1,1,0,0,0,0,0
0,0.2,9000,0,0,0,0,1,0,0.92
0,0.29,25000,0,0,0,1,0,0,0.57
1,0.29,2400,0,0,0,0,0,0,1.05
0,0.23,10000,0,0,0,0,0,1,1.02
0,0.29,4000,0,0,0,0,0,0,0.98
0,0.28,12839,0,0,0,0,1,0,0.45
0,0.21,15500,0,0,1,0,0,0,0.66
0,0.23,14000,1,0,0,0,1,0,0.83
0,0.1,7000,0,1,0,0,0,0,0.17
0,0.29,10500,0,0,0,0,0,1,0.76
0,0.26,10000,0,0,0,0,0,1,0.97
0,0.15,10000,0,0,1,0,0,0,0.16
0,0.11,18800,0,1,0,0,0,0,0.63
0,0.28,2550,0,0,0,0,0,0,0.74
0,0.17,25000,0,0,1,0,0,0,0.67
1,0.29,9200,1,0,0,0,0,0,0.98
0,0.27,5000,0,0,0,0,0,0,0.83
0,0.25,10000,1,0,1,0,0,0,0
0,0.28,6500,1,0,0,0,0,0,0
1,0.29,5000,0,0,0,0,0,0,0.9
1,0.29,5000,1,0,0,0,0,0,0
0,0.24,1750,1,0,0,0,0,0,0.91
0,0.15,20000,1,0,0,1,0,0,0.79
0,0.2,15000,0,0,1,0,0,0,0.59
0,0.19,5500,0,0,0,1,0,0,0.29
0,0.12,9000,0,1,0,0,0,0,0.05
0,0.26,2000,1,0,0,0,0,0,0
0,0.29,15000,0,0,0,0,0,1,0.97
0,0.14,6001,0,0,0,1,0,0,0.56
0,0.23,5000,0,0,0,0,0,1,0.78
0,0.17,1075,1,0,0,0,0,0,0.9
0,0.12,8000,1,0,1,0,0,0,0.91
0,0.24,15000,0,0,0,0,0,1,1.03
0,0.14,2400,1,0,0,1,0,0,0.22
0,0.14,25000,0,0,0,1,0,0,0.23
0,0.15,5000,1,0,0,1,0,0,0.42
0,0.23,5000,1,0,0,0,0,1,0.98
0,0.11,23500,0,1,0,0,0,0,0.02
0,0.24,5000,0,0,0,0,0,1,0.95
0,0.21,3000,1,0,0,0,0,0,0.65
0,0.22,15000,0,0,0,0,1,0,0.95
0,0.24,25000,0,0,0,0,1,0,0.42
1,0.27,2800,0,0,0,0,0,0,0
0,0.15,18000,0,0,0,1,0,0,0.37
